Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
626,True,7/21/25 14:12,R_894Hlv6JsvRAa8i,"53,1944","-2,446",EN,,59dd90f6e75b450001a68dac,Yes,"It was a conversation with me and my father. I was sitting in my parent's kitchen. My father had asked me to log into his email account on my phone. When I did so, I got a message up saying that his password had been compromised in a data breach and needed to be changed immediately. I had seen this message many times before when logging into online accounts belonging to my parents. I told him that he needed to change his passwords on all his accounts (as he uses the same password for multiple accounts) and he needs to change it to a more secure password. I said he can use Google to find information on secure passwords. The conversation only lasted about a minute. He made a non committal reply and I remember being frustrated because I've told him multiple times over the last few months that he needs to change his passwords to more secure ones, or he'll end up getting hacked. It annoyed me because I'll be the one he'll come to for help if he gets hacked, but he never listens to what I says and he never changes his password. ",1,Other (please specify),Family,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Incidents ,Security behavior ",,5 (Strongly agree),"Worried/anxious,Annoyed,Helpful/responsible",,"I felt that I was giving helpful and important information. I felt worried that my father's email and other accounts would get hacked, as the password had been leaked in a data breach. I felt annoyed because I'd had this conversation with him multiple times before and he never listens to me and does what I suggest.",Indifferent,,"They didn't seem particularly bothered or anxious about their password being in a data breach. They didn't seem to understand the possible ramifications. It was the same reaction I've had from him when discussing this topic before, and he's never gone on to do something about it on the previous occasions.",No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,38,Female,UK,Unemployed,3,5 (Strongly agree)
354,True,7/21/25 14:13,R_2JQ8uaVUCssqsJ6,"51,4362","-2,0094",EN,"0,6000000238",63d66d856ec54ad9b9cfa338,Yes,"I spoke to my manager and some colleagues when we were being trained on cyber security.  It took place in APril and was a 4 hour course.  We were told that this was a raised threat and that we needed to be more aware.  We were told that although this was a workplace course a lot of waht we would learn was relevant to our home lives.  We leant that there is a high risk and mostly it comes from people trying to be helpful e.g. someone follows you into a building and says they have lost their pass but in fact they are trying to gain access.  We leant about phisghing emails and about how they are now better copies than ever before but that we needed to look at the emial address, check the spelling and not ever to open any attachments,  ",15,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas,Identity theft or fraud,Phishing or scams,Privacy tools ,Security behavior ",,2,"Interested/curious,Worried/anxious",,I felt that i was leaning useful stuff but also that it was hard to see all the places where a cyber attack could happen.  ,"Interested/curious,Worried/anxious",,People were engaged on the course and joining in the conversation.  They were interested in the topic.,Yes,I am much more careful now on email and when I get text that say they are from my bank.  I don't let people into the building any more if they don't have a pass.  ,,,No,,,,,,,,,,,,,,,,,,,,,,,,34,Male,UK,Logistics manager,1 (Strongly disagree),5 (Strongly agree)
280,True,7/21/25 14:13,R_2spHeQ2tKT22crw,"52,1073","-0,4649",EN,"0,8000000119",5ef36a78ee14310baa87bcc0,Yes,We spoke about this in a meeting at work to ensure that we were not opening phishing emails as they were becoming more common. Our Head of digital talked us through what to look for for about 20 mins. It was really useful and he showed us what to do even if we were just a little unsure ,12,Colleague,,Other,,Workplace/University,,Work/school-related requirement,,Phishing or scams,,4,"Confident/informed,Helpful/responsible,Indifferent",,"Whilst it was helpful and made me feel more confident, I still felt indifferent as it’s not a very interesting topic ","Worried/anxious,Helpful/responsible",,You could tell there had been issues with this that could threaten security for the business hence the anxiety for that individual but they felt helpful and responsible because they were leading on fixing this problem ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,UK,Inclusion Adviser,2,5 (Strongly agree)
883,True,7/21/25 14:14,R_2GDkeeAkYZvbBmG,"50,3541","18,9192",EN,"0,8999999762",5c548bf9aba7d60001f1f41a,Yes,"I recently had a conversation about cyber security with a colleague at work during my lunch break. It started with him a new wave of phishing attempts that had hit employees inboxes at our company messages pretending to be internal messages asking them to reset their passwords. The conversation flowed naturally, as someone on our team had repotred that they had clicked on a suspicious link. We began to exchange experiences and opinions about how people in general fall for such messages, despite being warned about then every turn. I mentioned that it is not the technology itself that gives the most, but the awareness of the ursers. We also touched on the topic of two-factor authentication and wondered whether code-generating appas or physical dongles, like YubiKey, are a better solutiuon. A colleague mentioned that the IT department was planning to implement mandatory cyber security training, including phishing simulations. I agreed that this was a good step, but suggested that the training should include concrete examples of real-life attacks, because then people get more involved. The talk lasted maybe 15-20 minutes, but it was really specific. ",1,Colleague,,Other,No,Workplace/University,,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Application areas,Incidents ,Phishing or scams,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,"I have a background in IT security topics, so I felt I was knowledgeable and could add something of my own. I was also interested in how the company plans to tackle phishing and what training is planned. I felt I could contribute something of value to the discussion.","Interested/curious,Worried/anxious,Helpful/responsible",,"He was clearly involved and concerned that employees were still clicking on suspicious links. At the same time, he was keen to find a solution and improve awareness among the team, so I think he felt responsible for the situation and wanted to do something about it.",Yes,"After this conversation, I decided to use two-factor authentication more consistently not only where it is required, but also as an option, such as in social networks or remote working tools. I also encouraged sevral colleagues to install password managers instead of storing them in the browser. In addition, the IT department accelerated the preparation of internal training on phishing recognition and the basics of cyber hygiene after the situation.","No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Poland,DevOps,4,5 (Strongly agree)
805,True,7/21/25 14:14,R_2DJxVQBWo8JIvzH,"52,5874","-2,138",EN,"0,8000000119",6719280d44c996e04f9a5475,Yes,"On Saturday myself, my husband and two friends were enjoying an afternoon in our local city, visiting pub gardens and drinking and eating.
We were approached several times by homeless or disadvantaged people begging for food or money.
We noticed one lady in particular who was being a little bit of a nuisance, by persistently asking, even though she was drinking from a McDonald's cup and eating a burger. She was in the vicinity for a couple of hours and we noted that she was given food or money several times. She appeared to be getting more and more intoxicated, as if there was alcohol in her cup.
We saw that there were many CCTV cameras located around the city square where we were and wondered why they hadn't alerted the police or security to this lady and several of her acquaintances.
We talked about what was the point and expense of all these cameras if they didn't help in keeping our public spaces clean and respectable?
We probably spoke for 20 minutes on this subject, before we moved on ourselves.",3,"Friend,Other (please specify)",Partner,Other,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Surveillance or data collection ",,3,Interested/curious,,We felt slightly annoyed and even a little intimidated.,"Interested/curious,Annoyed",,Because we couldn't enjoy our afternoon fully.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,62,Female,UK,Social care,1 (Strongly disagree),5 (Strongly agree)
324,True,7/21/25 14:14,R_2Hq1YKAF5R5e5g6,"53,5621","-0,0808",EN,"0,8999999762",64a9858be9b52e570ffb3c1e,Yes,"I was chatting with a friend at a cafe about a big hack in the news. We talkes about how people still fall for phishing and use awful passwords. It was a quick, casual 20 miunte chat but made me realise how many people don't take online security seriously until it's too late.",1,Friend,,Myself,No,"Public space (e.g., café, train)",,News story or social media post,,"Incidents ,Phishing or scams,Security behavior ",,4,"Interested/curious,Confident/informed,Helpful/responsible",,Because the topic was relevant and I understood the basics well enough to explain some common risks. I wanted to share practical advice to help others avoid problems.,"Interested/curious,Confident/informed",,"They work in tech and seemed engaged, sharing their own experiences and knowledge. The conversation was a good chance for both of us to bounce ideas and learn from each other.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,67,Female,UK,Healthcare Manager,2,5 (Strongly agree)
402,True,7/21/25 14:15,R_8b4azpyrT5HhrAe,"37,7664","-3,7955",EN,"0,8000000119",5883a935c0c9a10001df6345,Yes,The last time I talked about cybersecurity was with my friend Manolo on Discord. We were discussing a recent Android security breach. The conversation started when we were talking about an app that had some suspicious behavior. That led us to talk about how Android handles app permissions and recent vulnerabilities. We shared some links and talked about how to protect our phones for around 10 minutes.,1,Friend,,Other,No,At home,,News story or social media post,,"Incidents ,Phishing or scams",,5 (Strongly agree),Interested/curious,,because I am interested in cybersecurity,Interested/curious,,because he is my friend and he is interested in the same topics as me,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Male,Spain,IT Student,3,5 (Strongly agree)
978,True,7/21/25 14:15,R_2yepcJCGoXmR293,"40,6439","22,9358",EN,"0,8999999762",5fc86bf2cd2df81c5f290040,Yes,"I had this conversation with two other friends on my friend's house at night. We were talking about having a vpn how it's usefull and how to use it. We were talking about ways to watch shows on platforms that are exclusively available in other countries, so an idea to overcome this was a vpn. We talked about 6-7 minutes. We referred to some well known vpns, their prices and if we should give it a try.",2,Friend,,Myself,No,At home,,Other (please specify),A need for shows,"Application areas,Security tools ",,4,Helpful/responsible,,Because I had already installed one and new what was going on.,Interested/curious,,Because he wanted solutions,Yes,Installation of vpn,,,No,,,,,,,,,,,,,,,,,,,,,,,,24,Male,Greece,Chemical Engineering,2,5 (Strongly agree)
715,True,7/21/25 14:18,R_2frDXGsMBxtKnIY,"51,4841","-0,3608",EN,"0,8999999762",58c88b8a5866f200017c6c16,Yes,My friend who is studying cyber security it took place at the college campus we talked about cyber security and how to secure your account and passwords two factor authentication. The conversation lasted about 10 minutes I remember that she said the course was quite difficult lot of things to learn,1,Friend,,Other,No,Workplace/University,,Work/school-related requirement,,"Security behavior ,Security tools ",,4,"Interested/curious,Helpful/responsible",,Because I have a good knowledge of the area,"Interested/curious,Confident/informed",,because she was starting the course she's very interested,Yes,use 2FA on all your devices,,,No,,,,,,,,,,,,,,,,,,,,,,,,45,Female,UK,Education,4,5 (Strongly agree)
273,True,7/21/25 14:21,R_2c7RxTPDn348Bmp,"37,9842","23,7353",EN,"0,8999999762",5cd30b2041a6b8001874c41f,Yes,I was talking to my best friend about the new Facebook ads. I have to use personalised ads if I don't want to watch 6 second mandatory ads. That's such coersion. Either pay with my personal information or watch ads. I commented on that and we shared our thoughts on it. We both agree it's despicable. ,1,Friend,,Myself,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Surveillance or data collection ",,5 (Strongly agree),Annoyed,,Because I feel exploited,Annoyed,,Because that's what they seemed to feel,Yes,I'm not using personalised ads,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Greece,Physical therapy,3,5 (Strongly agree)
