Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
230,True,7/21/25 14:05,R_2nH1EiMWz7PO0OZ,"52,9887","-1,4407",EN,"0,1000000015",628b938b2a14e5c3e9ede879,Yes,Myself and my partner had a conversation about this earlier last week. I used public wifi to log into my online banking and my partner reminded me of the security risks of doing so. The conversation took place in a shopping centre. The conversation lasted 5-10 minutes. I remember feeling naive. ,1,Other (please specify),Partner ,Other,No,"Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Security behavior (choice of passwords, updating software etc.)",,4,"Interested/curious,Worried/anxious,Other (please describe)",Naive ,I felt like I was being reminded of things I had learned previously ,"Interested/curious,Confident/informed,Helpful/responsible",,They were confident and informative ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Female,United Kingdom,Social Care,3,5 (Strongly agree)
404,True,7/21/25 14:05,R_5wGl6AO8MOMUe1F,"35,8663","-106,2676",EN,"0,5",673cd0592b76130dcd85d767,Yes,"With my team. It took place in our office, we talked about securing our red network ro make the system better due to software updates. What triggered it was a change in software that may have cause some loopholes in the security system we have installed. It lasyed about 15 minutes. ",15,Other (please specify),my work team,Myself,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Phishing or scams,Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,4,Helpful/responsible,,"as it was an important topic, that needed to be discussed and explained",Interested/curious,,as they needed to be on board with the actions needed to be taken,Yes,updated passwords and more phishing awareness,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,USA,engineering,3,5 (Strongly agree)
333,True,7/21/25 14:05,R_7h6PgoyJX9pEqQx,"38,867","-76,8173",EN,1,655f97cd4f1c17ae262fd0fa,Yes,"At my work orientation. I was a new hire and the IT manager had two trainings with us discussing my new company's technology policy and things to be on the lookout for when browsing the web, opening and sending emails, strong password tips, and opening links/urls. It lasted about 3 hours total. ",2,Colleague,,Other,No,Workplace/University,,Work/school-related requirement,,"Application areas (web browsing, smartphone, social media etc.),Phishing or scams,Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,3,Indifferent,,I feel like cyber security is a normal thing to be talked about on a person's first day if they spend a lot of time using a computer at work so I was expecting it and didn't hear anything new. ,Confident/informed,,They work in IT and now tips and tricks to keep an online user as secure as possible ,No,,"Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,31,Female,USA,Paralegal,2,5 (Strongly agree)
412,True,7/21/25 14:05,R_8f7L5buD1MrJGP0,"52,4264","20,7164",EN,"0,6000000238",5dafea4de40355001651fa2f,Yes,I was talking to my wife at home. The conversation started when she somehow found a website that redirected her to a website with a virus where some windows popped up. Then I explained to her that it was some kind of virus and you have to be careful what you click on online. Our conversation lasted about 5 minutes.,1,Friend,,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Security tools (password managers, antivirus, VPN etc.)",,4,Helpful/responsible,,I wanted to explain to the person that it is very dangerous,Worried/anxious,,because she was afraid of her data leaking,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,30,Male,Poland ,forwarding manager,3,5 (Strongly agree)
296,True,7/21/25 14:06,R_2Ma0hlCsapCELGd,"53,6252","-1,4117",EN,"0,6000000238",5e2eb30e270214000b247d1b,Yes,"I was discussing with our Data Protection Officer (DPO) about a piece of software we wanted to install on the internal extranet space. It is an open-source statistics software that is regularly used in academic settings, and requires an Internet connection to download packages for us. We conversed over email and Teams calls to discuss the safety of the extranet (which does not connect to the Internet) and an ask if we could access it to make full use of the software. We were struggling to do the complex statistical analysis of data we needed as we couldn't access the full features of the software. The controls are in place due to our use of sensitive educational data, but we argued we had anonymised this data completely of any context in this case. The conversation spanned two weeks back and forth.",3,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g., cybersecurity incident),Work/school-related requirement",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.)",,3,"Interested/curious,Worried/anxious,Annoyed",,"I just wanted access to the software and felt we had done the appropriate anonymisation procedures to do our analysis, just wanted to make sure we could do it.","Interested/curious,Confident/informed,Helpful/responsible",,"They are an expert in the field, and have always been helpful on this context.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,33,Male,England,Educational Standards/Research,2,5 (Strongly agree)
400,True,7/21/25 14:06,R_2eaJBj2tEgEhB4U,"51,5612","0,1827",EN,"0,8999999762",65e6238e5774c7e869f5defd,Yes,"The last time was a week ago where I was talking with my friend and flatmate from university, where we discussed how a couple years ago, he decided to take on the challenge of applying to the MI6. It was a conversation that rose from speaking about general topics, and this cybersecurity conversation lasted for around 10 minutes, as he spoke about his experience, which was intriguing.",3,Friend,,Other,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Surveillance or data collection (government, companies etc.)",,4,"Interested/curious,Confident/informed",,This is because I previously thought that the process of trying to get into the MI6 would be more advanced and challenging.,"Interested/curious,Confident/informed,Helpful/responsible",,"This is because they were the one with the experience, and were simply recounting their steps in the procedure.",No,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","I was in a school conference, that was free entry at my university, with two of my flatmates who do computer science as their degree. They asked me to tag along for fun, and since I was free on the day, I opted to go. It was incredibly interesting, as the hour I was there I gained a lot of respect for the advancements in technology, and the process that comes with cybersecurity.",2,Friend,,Other,No,Workplace/University,,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Privacy tools (permission manager, cookie banners etc.)",,4,"Interested/curious,Confident/informed",,As I was interested to learn.,"Interested/curious,Confident/informed,Helpful/responsible",,They had all prior experience with the topic.,No,,"No, but I plan to have one in the future",,20,Male,United Kingdom,Biomedical Science,2,5 (Strongly agree)
454,True,7/21/25 14:06,R_8KwJeIeqEzQ3kHc,"39,6018","-8,4104",EN,"0,8000000119",60bbe0da43325dadf2b1b6a9,Yes,"I talked to my mom over the phone because we live in different countries. We talked about phones listening and recording our conversations, which it's weird because we were talking on the phone. She was telling me that one day she was on the phone with my aunt and she was telling my mom she wanted to buy a fridge. The day after this conversation my mom started receiving fridge ads on her computer. My conversation with my mom lasted about 10/15 min",1,Acquaintance,,Other,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Surveillance or data collection (government, companies etc.)",,3,"Interested/curious,Worried/anxious",,Well It's not comfortable having your information used by companies and the government ,"Worried/anxious,Confident/informed",,The same reason,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Portugal,Psychology,3,5 (Strongly agree)
369,True,7/21/25 14:07,R_2qJSeGOCA6AOopP,"49,7435","21,4717",EN,"0,200000003",5d40a12f4994c40001e4b80c,Yes,"I was talking to my sister about online shopping and payments and the possibility of losing data through such payments.
The conversation started with the usual topic of shopping.",1,"Friend,Other (please specify)",Sister ,,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.)",,3,"Interested/curious,Worried/anxious",,Because I was affraid of the cybersecurity ,Worried/anxious,,She was also affraid ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,34,Female,Poland,Manager of Production ,4,5 (Strongly agree)
510,True,7/21/25 14:07,R_8oHrsPSVCyuBe5s,"45,0729","7,689",EN,"0,8000000119",6790e36f1c897325a5960412,Yes,"1) Me and the bank employee
2)  the conversation took place at the bank.
3) The last time i talked about cybersecurity was when i expressed concern about the information that bank can share with third-party service providers without my explicit consent. 
The conversation lasted 10 minutes",2,Acquaintance,,Myself,No,Other (please specify),Bank,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Phishing or scams,Privacy tools (permission manager, cookie banners etc.)",,4,Worried/anxious,,For fear of losing money.,Helpful/responsible,,Because she was an expert in cybersecurity.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,Italia,Freelanche,1 (Strongly disagree),5 (Strongly agree)
532,True,7/21/25 14:08,R_39dguJffNl3i8f4,"38,8138","-77,1487",EN,"0,8999999762",674bea1eb044fbe75795fef1,Yes,"I chatted about cybersecurity with a colleague, about how data hacking and hacking prevention was an ever-evolvcng landscape. The defenses get better, then the hackers find a way around, then the defenses get better, etc.",1,Colleague,,Other,No,"Public space (e.g., café, train)",,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,"Confident/informed,Helpful/responsible",,"I felt helpful because I was saying this isnt new and unknown and scary, we are familiar with how it works.","Worried/anxious,Annoyed",,I think they felt that way because they were feeling vulnerable and scared.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,47,Female,United States,Information technology ,3,5 (Strongly agree)
463,True,7/21/25 14:08,R_21YG3DzhjTUvvI6,"37,6051","-0,9862",EN,"0,8000000119",5ed02ffb8090240f93ab74ad,Yes,"We were talking about internet security and how our data is compromised. With my cousin who is tech-savy, like the cell phone listens to us and then ads come up about what you are talking about.",3,"Friend,Other (please specify)",Family ,Other,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.)",,4,"Interested/curious,Worried/anxious,Annoyed",,Because of the insecurity it generates.,"Confident/informed,Helpful/responsible",,The same ,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Spain ,Biology ,3,5 (Strongly agree)
624,True,7/21/25 14:09,R_2dEt2yLQRJ1vbC3,"50,8431","-1,064",EN,"0,6000000238",66227ff3314e581aa8c92a38,Yes,"One other person and myself 
We were talking at home 
How to make our online banking easier to use but secure
How safe is online banking 
On and off for most of the day
To make our banking more secure ",1,Other (please specify),Wife,Myself,No,At home,,News story or social media post,,"Phishing or scams,Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,3,Helpful/responsible,,I believe that the course we decide on will help us with a more secure account ,Confident/informed,,We both agree on it,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,65,Male,UK,Retired ,2,5 (Strongly agree)
497,True,7/21/25 14:09,R_2hxRIhyBGjhfpO0,"51,4914","0,1007",EN,"0,6999999881",6777ddae1c4dddc69904549d,Yes,I was talking to my friend at university about a cybersecurity attack that happened at my federations school and was explaining what happened to me and what they wanted in return for the schools data to be returned but also the actions that the school took place to ensure that this didn't happen again. The conversation lasted for around 25 minutes and started when they were questioning why we have to use two- factor authentication every time we log into our university accounts,1,Friend,,Myself,No,Workplace/University,,"Personal experience (e.g., cybersecurity incident)",,"Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,"I felt like I was able to spread awareness about cybersecurity from personal experiences from me in the past, and why we have to take certain steps to protect our data even if they can be a bit tedious ","Interested/curious,Confident/informed",,They started to understand the importance of cybersecurity,Yes,They made sure to change their passwords every 6 months to ensure data security,,,No,,,,,,,,,,,,,,,,,,,,,,,,19,Male,United Kingdom,Sports Sciences,3,5 (Strongly agree)
513,True,7/21/25 14:10,R_2mDdG3voCifyNEI,"45,5925","9,7515",EN,"0,5",58c62eac444ade00010231a9,Yes,"Just this morning, I read a news about a possibile data breach in MS sharepoint servers. I discussed this news with some collegues of out Cybersecurity branch, probably for about 15 minutes, alco because I need toknow if there are any internal impacts.",4,Colleague,,Myself,No,Workplace/University,,"News story or social media post,Work/school-related requirement",,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,"Interested/curious,Confident/informed",,Cybersecurity is a part of my work,"Interested/curious,Confident/informed",,We both work for IT department,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,57,Male,Italy,IT Manager,4,5 (Strongly agree)
